team,p_playoffs,p_meias_finais,p_finais,p_champion,p_promocao,p_descida,expected_points,expected_points_std,expected_place_in_group,expected_place_in_group_std,avg_final_elo,avg_final_elo_std
Biologia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.96,0.00,11.32,0.47,594.8,50.9
Ciências Biomédicas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.00,0.00,9.00,0.00,729.0,0.0
Contabilidade,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.00,0.00,8.00,0.00,713.0,0.0
Economia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,12.39,0.49,408.0,0.0
Eng. Biomédica,100.0000,100.0000,80.8800,37.6800,0.0000,0.0000,27.00,0.00,1.00,0.00,1101.0,0.0
Eng. Civil,100.0000,100.0000,31.5200,16.6100,0.0000,0.0000,21.00,0.00,3.00,0.00,993.0,0.0
Eng. Eletrónica e Telecomunicações,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.00,7.00,0.00,733.0,0.0
Eng. Mecânica,100.0000,100.0000,19.1200,7.8400,0.0000,0.0000,15.00,0.00,5.00,0.00,926.0,0.0
Eng. de Materiais,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.00,0.00,10.00,0.00,635.0,0.0
Eng. e Gestão Industrial,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.00,6.00,0.00,768.0,0.0
Fisioterapia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.00,0.00,4.00,0.00,816.0,0.0
Matemática,100.0000,100.0000,68.4800,37.8700,0.0000,0.0000,27.00,0.00,2.00,0.00,1096.0,0.0
Música,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.97,0.00,12.28,0.92,521.2,50.9
