team,p_playoffs,p_meias_finais,p_finais,p_champion,p_promocao,p_descida,expected_points,expected_points_std,expected_place_in_group,expected_place_in_group_std,avg_final_elo,avg_final_elo_std
Biologia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.96,0.00,11.00,0.01,595.1,50.9
Ciências Biomédicas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.00,0.00,9.00,0.00,729.0,0.0
Contabilidade,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.00,0.00,8.00,0.00,713.0,0.0
Economia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,12.39,0.49,408.0,0.0
Eng. Biomédica,100.0000,100.0000,81.1807,37.7958,0.0000,0.0000,27.00,0.00,1.00,0.00,1101.0,0.0
Eng. Civil,100.0000,100.0000,30.5720,16.3571,0.0000,0.0000,21.00,0.00,3.00,0.00,993.0,0.0
Eng. Eletrónica e Telecomunicações,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.00,7.00,0.00,733.0,0.0
Eng. Mecânica,100.0000,100.0000,18.8193,7.6330,0.0000,0.0000,15.00,0.00,5.00,0.00,926.0,0.0
Eng. de Materiais,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.00,0.00,10.00,0.00,635.0,0.0
Eng. e Gestão Industrial,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.00,6.00,0.00,768.0,0.0
Fisioterapia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.00,0.00,4.00,0.00,816.0,0.0
Matemática,100.0000,100.0000,69.4280,38.2141,0.0000,0.0000,27.00,0.00,2.00,0.00,1096.0,0.0
Música,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.97,0.00,12.61,0.49,520.9,50.9
